block_code,house_number,payment_date,gross_amount,note
C,17,2025-07-01,100000,Imported laporan 2025
C,17,2025-08-01,100000,Imported laporan 2025
C,17,2025-09-01,100000,Imported laporan 2025
C,17,2025-10-01,100000,Imported laporan 2025
C,17,2025-11-01,100000,Imported laporan 2025
C,17,2025-12-01,100000,Imported laporan 2025
C,18,2025-01-01,100000,Imported laporan 2025
C,18,2025-02-01,100000,Imported laporan 2025
C,18,2025-03-01,100000,Imported laporan 2025
C,18,2025-04-01,100000,Imported laporan 2025
C,18,2025-05-01,100000,Imported laporan 2025
C,18,2025-06-01,100000,Imported laporan 2025
C,18,2025-07-01,100000,Imported laporan 2025
C,18,2025-08-01,100000,Imported laporan 2025
C,18,2025-09-01,100000,Imported laporan 2025
C,18,2025-10-01,100000,Imported laporan 2025
C,18,2025-11-01,100000,Imported laporan 2025
C,18,2025-12-01,150000,Imported laporan 2025 (+50000 deposit)
C,19,2025-01-01,100000,Imported laporan 2025
C,19,2025-02-01,100000,Imported laporan 2025
C,19,2025-03-01,100000,Imported laporan 2025
C,19,2025-04-01,100000,Imported laporan 2025
C,19,2025-05-01,100000,Imported laporan 2025
C,19,2025-06-01,100000,Imported laporan 2025
C,19,2025-07-01,100000,Imported laporan 2025
C,19,2025-08-01,100000,Imported laporan 2025
C,19,2025-09-01,100000,Imported laporan 2025
C,19,2025-10-01,100000,Imported laporan 2025
C,19,2025-11-01,100000,Imported laporan 2025
C,19,2025-12-01,100000,Imported laporan 2025
C,20,2025-01-01,100000,Imported laporan 2025
C,20,2025-02-01,100000,Imported laporan 2025
C,20,2025-03-01,100000,Imported laporan 2025
C,20,2025-04-01,100000,Imported laporan 2025
C,20,2025-05-01,100000,Imported laporan 2025
C,20,2025-06-01,100000,Imported laporan 2025
C,20,2025-07-01,100000,Imported laporan 2025
C,20,2025-08-01,100000,Imported laporan 2025
C,20,2025-09-01,100000,Imported laporan 2025
C,20,2025-10-01,100000,Imported laporan 2025
C,20,2025-11-01,100000,Imported laporan 2025
C,20,2025-12-01,100000,Imported laporan 2025
C,22,2025-01-01,100000,Imported laporan 2025
C,22,2025-02-01,100000,Imported laporan 2025
C,22,2025-03-01,100000,Imported laporan 2025
C,22,2025-04-01,100000,Imported laporan 2025
C,22,2025-05-01,100000,Imported laporan 2025
C,22,2025-06-01,100000,Imported laporan 2025
C,22,2025-07-01,100000,Imported laporan 2025
C,22,2025-08-01,100000,Imported laporan 2025
C,22,2025-09-01,100000,Imported laporan 2025
C,22,2025-10-01,100000,Imported laporan 2025
C,22,2025-11-01,100000,Imported laporan 2025
C,22,2025-12-01,100000,Imported laporan 2025
C,26,2025-01-01,100000,Imported laporan 2025
C,26,2025-02-01,100000,Imported laporan 2025
C,26,2025-03-01,100000,Imported laporan 2025
C,26,2025-04-01,100000,Imported laporan 2025
C,26,2025-05-01,100000,Imported laporan 2025
C,26,2025-06-01,100000,Imported laporan 2025
C,26,2025-07-01,100000,Imported laporan 2025
C,26,2025-08-01,100000,Imported laporan 2025
C,26,2025-09-01,100000,Imported laporan 2025
C,26,2025-10-01,100000,Imported laporan 2025
C,26,2025-11-01,100000,Imported laporan 2025
C,26,2025-12-01,100000,Imported laporan 2025
D,01,2025-01-01,100000,Imported laporan 2025
D,01,2025-02-01,100000,Imported laporan 2025
D,01,2025-03-01,100000,Imported laporan 2025
D,01,2025-04-01,100000,Imported laporan 2025
D,01,2025-05-01,100000,Imported laporan 2025
D,01,2025-06-01,100000,Imported laporan 2025
D,01,2025-07-01,100000,Imported laporan 2025
D,01,2025-08-01,100000,Imported laporan 2025
D,01,2025-09-01,100000,Imported laporan 2025
D,01,2025-10-01,100000,Imported laporan 2025
D,01,2025-11-01,100000,Imported laporan 2025
D,01,2025-12-01,100000,Imported laporan 2025
D,02,2025-01-01,100000,Imported laporan 2025
D,02,2025-02-01,100000,Imported laporan 2025
D,02,2025-03-01,100000,Imported laporan 2025
D,02,2025-04-01,100000,Imported laporan 2025
D,02,2025-05-01,100000,Imported laporan 2025
D,02,2025-06-01,100000,Imported laporan 2025
D,02,2025-07-01,100000,Imported laporan 2025
D,02,2025-08-01,100000,Imported laporan 2025
D,02,2025-09-01,100000,Imported laporan 2025
D,02,2025-10-01,100000,Imported laporan 2025
D,02,2025-11-01,100000,Imported laporan 2025
D,02,2025-12-01,100000,Imported laporan 2025
D,03,2025-01-01,100000,Imported laporan 2025
D,03,2025-02-01,100000,Imported laporan 2025
D,03,2025-03-01,100000,Imported laporan 2025
D,03,2025-04-01,100000,Imported laporan 2025
D,03,2025-05-01,100000,Imported laporan 2025
D,03,2025-06-01,100000,Imported laporan 2025
D,03,2025-07-01,100000,Imported laporan 2025
D,03,2025-08-01,100000,Imported laporan 2025
D,03,2025-09-01,100000,Imported laporan 2025
D,03,2025-10-01,100000,Imported laporan 2025
D,03,2025-11-01,100000,Imported laporan 2025
D,03,2025-12-01,100000,Imported laporan 2025
D,05,2025-01-01,100000,Imported laporan 2025
D,05,2025-02-01,100000,Imported laporan 2025
D,05,2025-03-01,100000,Imported laporan 2025
D,05,2025-04-01,100000,Imported laporan 2025
D,05,2025-05-01,100000,Imported laporan 2025
D,05,2025-06-01,100000,Imported laporan 2025
D,05,2025-07-01,100000,Imported laporan 2025
D,05,2025-08-01,100000,Imported laporan 2025
D,05,2025-09-01,100000,Imported laporan 2025
D,05,2025-10-01,100000,Imported laporan 2025
D,05,2025-11-01,100000,Imported laporan 2025
D,05,2025-12-01,100000,Imported laporan 2025
D,06,2025-01-01,100000,Imported laporan 2025
D,06,2025-02-01,100000,Imported laporan 2025
D,06,2025-03-01,100000,Imported laporan 2025
D,06,2025-04-01,100000,Imported laporan 2025
D,06,2025-05-01,100000,Imported laporan 2025
D,06,2025-06-01,100000,Imported laporan 2025
D,06,2025-07-01,100000,Imported laporan 2025
D,06,2025-08-01,100000,Imported laporan 2025
D,06,2025-09-01,100000,Imported laporan 2025
D,06,2025-10-01,100000,Imported laporan 2025
D,06,2025-11-01,100000,Imported laporan 2025
D,06,2025-12-01,100000,Imported laporan 2025
D,07,2025-01-01,100000,Imported laporan 2025
D,07,2025-02-01,100000,Imported laporan 2025
D,07,2025-03-01,100000,Imported laporan 2025
D,07,2025-04-01,100000,Imported laporan 2025
D,07,2025-05-01,100000,Imported laporan 2025
D,07,2025-06-01,100000,Imported laporan 2025
D,07,2025-07-01,100000,Imported laporan 2025
D,07,2025-08-01,100000,Imported laporan 2025
D,07,2025-09-01,100000,Imported laporan 2025
D,07,2025-10-01,100000,Imported laporan 2025
D,07,2025-11-01,100000,Imported laporan 2025
D,07,2025-12-01,100000,Imported laporan 2025
D,08,2025-01-01,100000,Imported laporan 2025
D,08,2025-02-01,100000,Imported laporan 2025
D,08,2025-03-01,100000,Imported laporan 2025
D,08,2025-04-01,100000,Imported laporan 2025
D,08,2025-05-01,100000,Imported laporan 2025
D,08,2025-06-01,100000,Imported laporan 2025
D,08,2025-07-01,100000,Imported laporan 2025
D,08,2025-08-01,100000,Imported laporan 2025
D,08,2025-09-01,100000,Imported laporan 2025
D,08,2025-10-01,100000,Imported laporan 2025
D,08,2025-11-01,100000,Imported laporan 2025
D,08,2025-12-01,100000,Imported laporan 2025
D,09,2025-01-01,100000,Imported laporan 2025
D,09,2025-02-01,100000,Imported laporan 2025
D,09,2025-03-01,100000,Imported laporan 2025
D,09,2025-04-01,100000,Imported laporan 2025
D,09,2025-05-01,100000,Imported laporan 2025
D,09,2025-06-01,100000,Imported laporan 2025
D,09,2025-07-01,100000,Imported laporan 2025
D,09,2025-08-01,100000,Imported laporan 2025
D,09,2025-09-01,100000,Imported laporan 2025
D,09,2025-10-01,100000,Imported laporan 2025
D,09,2025-11-01,100000,Imported laporan 2025
D,09,2025-12-01,100000,Imported laporan 2025
D,10,2025-01-01,100000,Imported laporan 2025
D,10,2025-02-01,100000,Imported laporan 2025
D,10,2025-03-01,100000,Imported laporan 2025
D,10,2025-04-01,100000,Imported laporan 2025
D,10,2025-05-01,100000,Imported laporan 2025
D,10,2025-06-01,100000,Imported laporan 2025
D,10,2025-07-01,100000,Imported laporan 2025
D,10,2025-08-01,100000,Imported laporan 2025
D,10,2025-09-01,100000,Imported laporan 2025
D,10,2025-10-01,100000,Imported laporan 2025
D,10,2025-11-01,100000,Imported laporan 2025
D,10,2025-12-01,100000,Imported laporan 2025
D,11,2025-01-01,100000,Imported laporan 2025
D,11,2025-02-01,100000,Imported laporan 2025
D,11,2025-03-01,100000,Imported laporan 2025
D,11,2025-04-01,100000,Imported laporan 2025
D,11,2025-05-01,100000,Imported laporan 2025
D,11,2025-06-01,100000,Imported laporan 2025
D,11,2025-07-01,100000,Imported laporan 2025
D,11,2025-08-01,100000,Imported laporan 2025
D,11,2025-09-01,100000,Imported laporan 2025
D,11,2025-10-01,100000,Imported laporan 2025
D,11,2025-11-01,100000,Imported laporan 2025
D,11,2025-12-01,100000,Imported laporan 2025
D,12,2025-01-01,100000,Imported laporan 2025
D,12,2025-02-01,100000,Imported laporan 2025
D,12,2025-03-01,100000,Imported laporan 2025
D,12,2025-04-01,100000,Imported laporan 2025
D,12,2025-05-01,100000,Imported laporan 2025
D,12,2025-06-01,100000,Imported laporan 2025
D,12,2025-07-01,100000,Imported laporan 2025
D,12,2025-08-01,100000,Imported laporan 2025
D,12,2025-09-01,100000,Imported laporan 2025
D,12,2025-10-01,100000,Imported laporan 2025
D,12,2025-11-01,100000,Imported laporan 2025
D,12,2025-12-01,100000,Imported laporan 2025
D,15,2025-01-01,100000,Imported laporan 2025
D,15,2025-02-01,100000,Imported laporan 2025
D,15,2025-03-01,100000,Imported laporan 2025
D,15,2025-04-01,100000,Imported laporan 2025
D,15,2025-05-01,100000,Imported laporan 2025
D,15,2025-06-01,100000,Imported laporan 2025
D,15,2025-07-01,100000,Imported laporan 2025
D,15,2025-08-01,100000,Imported laporan 2025
D,15,2025-09-01,100000,Imported laporan 2025
D,15,2025-10-01,100000,Imported laporan 2025
D,15,2025-11-01,100000,Imported laporan 2025
D,15,2025-12-01,100000,Imported laporan 2025
D,16,2025-01-01,100000,Imported laporan 2025
D,16,2025-02-01,100000,Imported laporan 2025
D,16,2025-03-01,100000,Imported laporan 2025
D,16,2025-04-01,100000,Imported laporan 2025
D,16,2025-05-01,100000,Imported laporan 2025
D,16,2025-06-01,100000,Imported laporan 2025
D,16,2025-07-01,100000,Imported laporan 2025
D,16,2025-08-01,100000,Imported laporan 2025
D,16,2025-09-01,100000,Imported laporan 2025
D,16,2025-10-01,100000,Imported laporan 2025
D,16,2025-11-01,100000,Imported laporan 2025
D,16,2025-12-01,100000,Imported laporan 2025
D,17,2025-01-01,100000,Imported laporan 2025
D,17,2025-02-01,100000,Imported laporan 2025
D,17,2025-03-01,100000,Imported laporan 2025
D,17,2025-04-01,100000,Imported laporan 2025
D,17,2025-05-01,100000,Imported laporan 2025
D,17,2025-06-01,100000,Imported laporan 2025
D,17,2025-07-01,100000,Imported laporan 2025
D,17,2025-08-01,100000,Imported laporan 2025
D,17,2025-09-01,100000,Imported laporan 2025
D,17,2025-10-01,100000,Imported laporan 2025
D,17,2025-11-01,100000,Imported laporan 2025
D,17,2025-12-01,100000,Imported laporan 2025
D,18,2025-01-01,100000,Imported laporan 2025
D,18,2025-02-01,100000,Imported laporan 2025
D,18,2025-03-01,100000,Imported laporan 2025
D,18,2025-04-01,100000,Imported laporan 2025
D,18,2025-05-01,100000,Imported laporan 2025
D,18,2025-06-01,100000,Imported laporan 2025
D,18,2025-07-01,100000,Imported laporan 2025
D,18,2025-08-01,100000,Imported laporan 2025
D,18,2025-09-01,100000,Imported laporan 2025
D,18,2025-10-01,100000,Imported laporan 2025
D,18,2025-11-01,100000,Imported laporan 2025
D,18,2025-12-01,100000,Imported laporan 2025
D,19,2025-01-01,100000,Imported laporan 2025
D,19,2025-02-01,100000,Imported laporan 2025
D,19,2025-03-01,100000,Imported laporan 2025
D,19,2025-04-01,100000,Imported laporan 2025
D,19,2025-05-01,100000,Imported laporan 2025
D,19,2025-06-01,100000,Imported laporan 2025
D,19,2025-07-01,100000,Imported laporan 2025
D,19,2025-08-01,100000,Imported laporan 2025
D,19,2025-09-01,100000,Imported laporan 2025
D,19,2025-10-01,100000,Imported laporan 2025
D,19,2025-11-01,100000,Imported laporan 2025
D,19,2025-12-01,100000,Imported laporan 2025
D,19A,2025-01-01,100000,Imported laporan 2025
D,19A,2025-02-01,100000,Imported laporan 2025
D,19A,2025-03-01,100000,Imported laporan 2025
D,19A,2025-04-01,100000,Imported laporan 2025
D,19A,2025-05-01,100000,Imported laporan 2025
D,19A,2025-06-01,100000,Imported laporan 2025
D,19A,2025-07-01,100000,Imported laporan 2025
D,19A,2025-08-01,100000,Imported laporan 2025
D,19A,2025-09-01,100000,Imported laporan 2025
D,19A,2025-10-01,100000,Imported laporan 2025
D,19A,2025-11-01,100000,Imported laporan 2025
D,19A,2025-12-01,100000,Imported laporan 2025
D,20,2025-01-01,100000,Imported laporan 2025
D,20,2025-02-01,100000,Imported laporan 2025
D,20,2025-03-01,100000,Imported laporan 2025
D,20,2025-04-01,100000,Imported laporan 2025
D,20,2025-05-01,100000,Imported laporan 2025
D,20,2025-06-01,100000,Imported laporan 2025
D,20,2025-07-01,100000,Imported laporan 2025
D,20,2025-08-01,100000,Imported laporan 2025
D,20,2025-09-01,100000,Imported laporan 2025
D,20,2025-10-01,100000,Imported laporan 2025
D,20,2025-11-01,100000,Imported laporan 2025
D,20,2025-12-01,100000,Imported laporan 2025
D,26,2025-01-01,100000,Imported laporan 2025
D,26,2025-02-01,100000,Imported laporan 2025
D,26,2025-03-01,100000,Imported laporan 2025
D,26,2025-04-01,100000,Imported laporan 2025
D,26,2025-05-01,100000,Imported laporan 2025
D,26,2025-06-01,100000,Imported laporan 2025
D,26,2025-07-01,100000,Imported laporan 2025
D,26,2025-08-01,100000,Imported laporan 2025
D,26,2025-09-01,100000,Imported laporan 2025
D,26,2025-10-01,100000,Imported laporan 2025
D,26,2025-11-01,100000,Imported laporan 2025
D,26,2025-12-01,100000,Imported laporan 2025
D,28,2025-01-01,100000,Imported laporan 2025
D,28,2025-02-01,100000,Imported laporan 2025
D,28,2025-03-01,100000,Imported laporan 2025
D,28,2025-04-01,100000,Imported laporan 2025
D,28,2025-05-01,100000,Imported laporan 2025
D,28,2025-06-01,100000,Imported laporan 2025
D,28,2025-07-01,100000,Imported laporan 2025
D,28,2025-08-01,100000,Imported laporan 2025
D,28,2025-09-01,100000,Imported laporan 2025
D,28,2025-10-01,100000,Imported laporan 2025
D,28,2025-11-01,100000,Imported laporan 2025
D,28,2025-12-01,100000,Imported laporan 2025
D,30,2025-01-01,100000,Imported laporan 2025
D,30,2025-02-01,100000,Imported laporan 2025
D,30,2025-03-01,100000,Imported laporan 2025
D,30,2025-04-01,100000,Imported laporan 2025
D,30,2025-05-01,100000,Imported laporan 2025
D,30,2025-06-01,100000,Imported laporan 2025
D,30,2025-07-01,100000,Imported laporan 2025
D,30,2025-08-01,100000,Imported laporan 2025
D,30,2025-09-01,100000,Imported laporan 2025
D,30,2025-10-01,100000,Imported laporan 2025
D,30,2025-11-01,100000,Imported laporan 2025
D,30,2025-12-01,100000,Imported laporan 2025
D,30A,2025-01-01,100000,Imported laporan 2025
D,30A,2025-02-01,100000,Imported laporan 2025
D,30A,2025-03-01,100000,Imported laporan 2025
D,30A,2025-04-01,100000,Imported laporan 2025
D,30A,2025-05-01,100000,Imported laporan 2025
D,30A,2025-06-01,100000,Imported laporan 2025
D,30A,2025-07-01,100000,Imported laporan 2025
D,30A,2025-08-01,100000,Imported laporan 2025
D,30A,2025-09-01,100000,Imported laporan 2025
D,30A,2025-10-01,100000,Imported laporan 2025
D,30A,2025-11-01,100000,Imported laporan 2025
D,30A,2025-12-01,100000,Imported laporan 2025
E,01,2025-01-01,100000,Imported laporan 2025
E,01,2025-02-01,100000,Imported laporan 2025
E,01,2025-03-01,100000,Imported laporan 2025
E,01,2025-04-01,100000,Imported laporan 2025
E,01,2025-05-01,100000,Imported laporan 2025
E,01,2025-06-01,100000,Imported laporan 2025
E,01,2025-07-01,100000,Imported laporan 2025
E,01,2025-08-01,100000,Imported laporan 2025
E,01,2025-09-01,100000,Imported laporan 2025
E,01,2025-10-01,100000,Imported laporan 2025
E,01,2025-11-01,100000,Imported laporan 2025
E,01,2025-12-01,100000,Imported laporan 2025
E,02,2025-01-01,100000,Imported laporan 2025
E,02,2025-02-01,100000,Imported laporan 2025
E,02,2025-03-01,100000,Imported laporan 2025
E,02,2025-04-01,100000,Imported laporan 2025
E,02,2025-05-01,100000,Imported laporan 2025
E,02,2025-06-01,100000,Imported laporan 2025
E,02,2025-07-01,100000,Imported laporan 2025
E,02,2025-08-01,100000,Imported laporan 2025
E,02,2025-09-01,100000,Imported laporan 2025
E,02,2025-10-01,100000,Imported laporan 2025
E,02,2025-11-01,100000,Imported laporan 2025
E,02,2025-12-01,100000,Imported laporan 2025
E,03,2025-01-01,100000,Imported laporan 2025
E,03,2025-02-01,100000,Imported laporan 2025
E,03,2025-03-01,100000,Imported laporan 2025
E,03,2025-04-01,100000,Imported laporan 2025
E,03,2025-05-01,100000,Imported laporan 2025
E,03,2025-06-01,100000,Imported laporan 2025
E,03,2025-07-01,100000,Imported laporan 2025
E,03,2025-08-01,100000,Imported laporan 2025
E,03,2025-09-01,100000,Imported laporan 2025
E,03,2025-10-01,100000,Imported laporan 2025
E,03,2025-11-01,100000,Imported laporan 2025
E,03,2025-12-01,100000,Imported laporan 2025
E,05,2025-01-01,100000,Imported laporan 2025
E,05,2025-02-01,100000,Imported laporan 2025
E,05,2025-03-01,100000,Imported laporan 2025
E,05,2025-04-01,100000,Imported laporan 2025
E,05,2025-05-01,100000,Imported laporan 2025
E,05,2025-06-01,100000,Imported laporan 2025
E,05,2025-07-01,100000,Imported laporan 2025
E,05,2025-08-01,100000,Imported laporan 2025
E,05,2025-09-01,100000,Imported laporan 2025
E,05,2025-10-01,100000,Imported laporan 2025
E,05,2025-11-01,100000,Imported laporan 2025
E,05,2025-12-01,100000,Imported laporan 2025
E,06,2025-01-01,100000,Imported laporan 2025
E,06,2025-02-01,100000,Imported laporan 2025
E,06,2025-03-01,100000,Imported laporan 2025
E,06,2025-04-01,100000,Imported laporan 2025
E,06,2025-05-01,100000,Imported laporan 2025
E,06,2025-06-01,100000,Imported laporan 2025
E,06,2025-07-01,100000,Imported laporan 2025
E,06,2025-08-01,100000,Imported laporan 2025
E,06,2025-09-01,100000,Imported laporan 2025
E,06,2025-10-01,100000,Imported laporan 2025
E,06,2025-11-01,100000,Imported laporan 2025
E,06,2025-12-01,100000,Imported laporan 2025
E,07,2025-01-01,100000,Imported laporan 2025
E,07,2025-02-01,100000,Imported laporan 2025
E,07,2025-03-01,100000,Imported laporan 2025
E,07,2025-04-01,100000,Imported laporan 2025
E,07,2025-05-01,100000,Imported laporan 2025
E,07,2025-06-01,100000,Imported laporan 2025
E,07,2025-07-01,100000,Imported laporan 2025
E,07,2025-08-01,100000,Imported laporan 2025
E,07,2025-09-01,100000,Imported laporan 2025
E,07,2025-10-01,100000,Imported laporan 2025
E,07,2025-11-01,100000,Imported laporan 2025
E,07,2025-12-01,100000,Imported laporan 2025
E,08,2025-01-01,100000,Imported laporan 2025
E,08,2025-02-01,100000,Imported laporan 2025
E,08,2025-03-01,100000,Imported laporan 2025
E,08,2025-04-01,100000,Imported laporan 2025
E,08,2025-05-01,100000,Imported laporan 2025
E,08,2025-06-01,100000,Imported laporan 2025
E,08,2025-07-01,100000,Imported laporan 2025
E,08,2025-08-01,100000,Imported laporan 2025
E,08,2025-09-01,100000,Imported laporan 2025
E,08,2025-10-01,100000,Imported laporan 2025
E,08,2025-11-01,100000,Imported laporan 2025
E,08,2025-12-01,100000,Imported laporan 2025
E,09,2025-01-01,100000,Imported laporan 2025
E,09,2025-02-01,100000,Imported laporan 2025
E,09,2025-03-01,100000,Imported laporan 2025
E,09,2025-04-01,100000,Imported laporan 2025
E,09,2025-05-01,100000,Imported laporan 2025
E,09,2025-06-01,100000,Imported laporan 2025
E,09,2025-07-01,100000,Imported laporan 2025
E,09,2025-08-01,100000,Imported laporan 2025
E,09,2025-09-01,100000,Imported laporan 2025
E,09,2025-10-01,100000,Imported laporan 2025
E,09,2025-11-01,100000,Imported laporan 2025
E,09,2025-12-01,100000,Imported laporan 2025
E,10,2025-01-01,100000,Imported laporan 2025
E,10,2025-02-01,100000,Imported laporan 2025
E,10,2025-03-01,100000,Imported laporan 2025
E,10,2025-04-01,100000,Imported laporan 2025
E,10,2025-05-01,100000,Imported laporan 2025
E,10,2025-06-01,100000,Imported laporan 2025
E,10,2025-07-01,100000,Imported laporan 2025
E,10,2025-08-01,100000,Imported laporan 2025
E,10,2025-09-01,100000,Imported laporan 2025
E,10,2025-10-01,100000,Imported laporan 2025
E,10,2025-11-01,100000,Imported laporan 2025
E,10,2025-12-01,100000,Imported laporan 2025
E,11,2025-01-01,100000,Imported laporan 2025
E,11,2025-02-01,100000,Imported laporan 2025
E,11,2025-03-01,100000,Imported laporan 2025
E,11,2025-04-01,100000,Imported laporan 2025
E,11,2025-05-01,100000,Imported laporan 2025
E,11,2025-06-01,100000,Imported laporan 2025
E,11,2025-07-01,100000,Imported laporan 2025
E,11,2025-08-01,100000,Imported laporan 2025
E,11,2025-09-01,100000,Imported laporan 2025
E,11,2025-10-01,100000,Imported laporan 2025
E,11,2025-11-01,100000,Imported laporan 2025
E,11,2025-12-01,100000,Imported laporan 2025
E,12,2025-01-01,100000,Imported laporan 2025
E,12,2025-02-01,100000,Imported laporan 2025
E,12,2025-03-01,100000,Imported laporan 2025
E,12,2025-04-01,100000,Imported laporan 2025
E,12,2025-05-01,100000,Imported laporan 2025
E,12,2025-06-01,100000,Imported laporan 2025
E,12,2025-07-01,100000,Imported laporan 2025
E,12,2025-08-01,100000,Imported laporan 2025
E,12,2025-09-01,100000,Imported laporan 2025
E,12,2025-10-01,100000,Imported laporan 2025
E,12,2025-11-01,100000,Imported laporan 2025
E,12,2025-12-01,100000,Imported laporan 2025
E,15,2025-01-01,100000,Imported laporan 2025
E,15,2025-02-01,100000,Imported laporan 2025
E,15,2025-03-01,100000,Imported laporan 2025
E,15,2025-04-01,100000,Imported laporan 2025
E,15,2025-05-01,100000,Imported laporan 2025
E,15,2025-06-01,100000,Imported laporan 2025
E,15,2025-07-01,100000,Imported laporan 2025
E,15,2025-08-01,100000,Imported laporan 2025
E,15,2025-09-01,100000,Imported laporan 2025
E,15,2025-10-01,100000,Imported laporan 2025
E,15,2025-11-01,100000,Imported laporan 2025
E,15,2025-12-01,100000,Imported laporan 2025
E,16,2025-01-01,100000,Imported laporan 2025
E,16,2025-02-01,100000,Imported laporan 2025
E,16,2025-03-01,100000,Imported laporan 2025
E,16,2025-04-01,100000,Imported laporan 2025
E,16,2025-05-01,100000,Imported laporan 2025
E,16,2025-06-01,100000,Imported laporan 2025
E,16,2025-07-01,100000,Imported laporan 2025
E,16,2025-08-01,100000,Imported laporan 2025
E,16,2025-09-01,100000,Imported laporan 2025
E,16,2025-10-01,100000,Imported laporan 2025
E,16,2025-11-01,100000,Imported laporan 2025
E,16,2025-12-01,100000,Imported laporan 2025
E,17,2025-01-01,100000,Imported laporan 2025
E,17,2025-02-01,100000,Imported laporan 2025
E,17,2025-03-01,100000,Imported laporan 2025
E,17,2025-04-01,100000,Imported laporan 2025
E,17,2025-05-01,100000,Imported laporan 2025
E,17,2025-06-01,100000,Imported laporan 2025
E,17,2025-07-01,100000,Imported laporan 2025
E,17,2025-08-01,100000,Imported laporan 2025
E,17,2025-09-01,100000,Imported laporan 2025
E,17,2025-10-01,100000,Imported laporan 2025
E,17,2025-11-01,100000,Imported laporan 2025
E,17,2025-12-01,100000,Imported laporan 2025
E,18,2025-01-01,100000,Imported laporan 2025
E,18,2025-02-01,100000,Imported laporan 2025
E,18,2025-03-01,100000,Imported laporan 2025
E,18,2025-04-01,100000,Imported laporan 2025
E,18,2025-05-01,100000,Imported laporan 2025
E,18,2025-06-01,100000,Imported laporan 2025
E,18,2025-07-01,100000,Imported laporan 2025
E,18,2025-08-01,100000,Imported laporan 2025
E,18,2025-09-01,100000,Imported laporan 2025
E,18,2025-10-01,100000,Imported laporan 2025
E,18,2025-11-01,100000,Imported laporan 2025
E,18,2025-12-01,100000,Imported laporan 2025
E,19,2025-01-01,100000,Imported laporan 2025
E,19,2025-02-01,100000,Imported laporan 2025
E,19,2025-03-01,100000,Imported laporan 2025
E,19,2025-04-01,100000,Imported laporan 2025
E,19,2025-05-01,100000,Imported laporan 2025
E,19,2025-06-01,100000,Imported laporan 2025
E,19,2025-07-01,100000,Imported laporan 2025
E,19,2025-08-01,100000,Imported laporan 2025
E,20,2025-01-01,100000,Imported laporan 2025
E,20,2025-02-01,100000,Imported laporan 2025
E,20,2025-03-01,100000,Imported laporan 2025
E,20,2025-04-01,100000,Imported laporan 2025
E,20,2025-05-01,100000,Imported laporan 2025
E,20,2025-06-01,100000,Imported laporan 2025
E,20,2025-07-01,100000,Imported laporan 2025
E,20,2025-08-01,100000,Imported laporan 2025
E,20,2025-09-01,100000,Imported laporan 2025
E,20,2025-10-01,100000,Imported laporan 2025
E,20,2025-11-01,100000,Imported laporan 2025
E,20,2025-12-01,100000,Imported laporan 2025
E,21,2025-01-01,100000,Imported laporan 2025
E,21,2025-02-01,100000,Imported laporan 2025
E,21,2025-03-01,100000,Imported laporan 2025
E,21,2025-04-01,100000,Imported laporan 2025
E,21,2025-05-01,100000,Imported laporan 2025
E,21,2025-06-01,100000,Imported laporan 2025
E,21,2025-07-01,100000,Imported laporan 2025
E,21,2025-08-01,100000,Imported laporan 2025
E,21,2025-09-01,100000,Imported laporan 2025
E,21,2025-10-01,100000,Imported laporan 2025
E,21,2025-11-01,100000,Imported laporan 2025
E,21,2025-12-01,100000,Imported laporan 2025
E,22,2025-01-01,100000,Imported laporan 2025
E,22,2025-02-01,100000,Imported laporan 2025
E,22,2025-03-01,100000,Imported laporan 2025
E,22,2025-04-01,100000,Imported laporan 2025
E,22,2025-05-01,100000,Imported laporan 2025
E,22,2025-06-01,100000,Imported laporan 2025
E,22,2025-07-01,100000,Imported laporan 2025
E,22,2025-08-01,100000,Imported laporan 2025
E,22,2025-09-01,100000,Imported laporan 2025
E,22,2025-10-01,100000,Imported laporan 2025
E,22,2025-11-01,100000,Imported laporan 2025
E,22,2025-12-01,100000,Imported laporan 2025
E,23,2025-01-01,100000,Imported laporan 2025
E,23,2025-02-01,100000,Imported laporan 2025
E,23,2025-03-01,100000,Imported laporan 2025
E,23,2025-04-01,100000,Imported laporan 2025
E,23,2025-05-01,100000,Imported laporan 2025
E,23,2025-06-01,100000,Imported laporan 2025
E,23,2025-07-01,100000,Imported laporan 2025
E,23,2025-08-01,100000,Imported laporan 2025
E,23,2025-09-01,100000,Imported laporan 2025
E,23,2025-10-01,100000,Imported laporan 2025
E,23,2025-11-01,100000,Imported laporan 2025
E,23,2025-12-01,100000,Imported laporan 2025
E,25,2025-01-01,100000,Imported laporan 2025
E,25,2025-02-01,100000,Imported laporan 2025
E,25,2025-03-01,100000,Imported laporan 2025
E,25,2025-04-01,100000,Imported laporan 2025
E,25,2025-05-01,100000,Imported laporan 2025
E,25,2025-06-01,100000,Imported laporan 2025
E,25,2025-07-01,100000,Imported laporan 2025
E,25,2025-08-01,100000,Imported laporan 2025
E,25,2025-09-01,100000,Imported laporan 2025
E,25,2025-10-01,100000,Imported laporan 2025
E,25,2025-11-01,100000,Imported laporan 2025
E,25,2025-12-01,100000,Imported laporan 2025
E,26,2025-01-01,100000,Imported laporan 2025
E,26,2025-02-01,100000,Imported laporan 2025
E,26,2025-03-01,100000,Imported laporan 2025
